session_id,session_date,scheduled_start,session_name,platform,employee_id,employee_name,employee_email,department,attendance_status,minutes_attended
S20260326-026,2026-03-26,2026-03-26 09:00,SQL Workshop,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260326-026,2026-03-26,2026-03-26 09:00,SQL Workshop,Teams,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260326-026,2026-03-26,2026-03-26 09:00,SQL Workshop,Teams,105,Elena Radu,elena.radu@example.com,Data,Absent,0
S20260326-026,2026-03-26,2026-03-26 09:00,SQL Workshop,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260326-026,2026-03-26,2026-03-26 09:00,SQL Workshop,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260326-026,2026-03-26,2026-03-26 09:00,SQL Workshop,Zoom,108,Horia Munteanu,horia.munteanu@example.com,Operations,Absent,0
S20260326-027,2026-03-26,2026-03-26 09:00,Daily Standup,Zoom,101,Alice Popescu,alice.popescu@example.com,Data,Present,30
S20260326-027,2026-03-26,2026-03-26 09:00,Daily Standup,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Late,20
S20260326-027,2026-03-26,2026-03-26 09:00,Daily Standup,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Late,20
S20260326-027,2026-03-26,2026-03-26 09:00,Daily Standup,Teams,104,Dan Marin,dan.marin@example.com,Operations,Present,30
S20260326-027,2026-03-26,2026-03-26 09:00,Daily Standup,Zoom,105,Elena Radu,elena.radu@example.com,Data,Late,20
S20260326-027,2026-03-26,2026-03-26 09:00,Daily Standup,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,30
S20260326-027,2026-03-26,2026-03-26 09:00,Daily Standup,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,30
S20260326-027,2026-03-26,2026-03-26 09:00,Daily Standup,Zoom,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,30
S20260327-028,2026-03-27,2026-03-27 09:00,SQL Workshop,Zoom,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260327-028,2026-03-27,2026-03-27 09:00,SQL Workshop,Teams,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Late,50
S20260327-028,2026-03-27,2026-03-27 09:00,SQL Workshop,Teams,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260327-028,2026-03-27,2026-03-27 09:00,SQL Workshop,Teams,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260327-028,2026-03-27,2026-03-27 09:00,SQL Workshop,Teams,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260327-028,2026-03-27,2026-03-27 09:00,SQL Workshop,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260327-028,2026-03-27,2026-03-27 09:00,SQL Workshop,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260327-028,2026-03-27,2026-03-27 09:00,SQL Workshop,Zoom,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
S20260330-029,2026-03-30,2026-03-30 15:00,Mentoring Session,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Absent,0
S20260330-029,2026-03-30,2026-03-30 15:00,Mentoring Session,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Late,50
S20260330-029,2026-03-30,2026-03-30 15:00,Mentoring Session,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260330-029,2026-03-30,2026-03-30 15:00,Mentoring Session,Zoom,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260330-029,2026-03-30,2026-03-30 15:00,Mentoring Session,Zoom,105,Elena Radu,elena.radu@example.com,Data,Late,50
S20260330-029,2026-03-30,2026-03-30 15:00,Mentoring Session,Teams,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260330-029,2026-03-30,2026-03-30 15:00,Mentoring Session,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260330-029,2026-03-30,2026-03-30 15:00,Mentoring Session,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
S20260331-030,2026-03-31,2026-03-31 15:00,Mentoring Session,Zoom,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260331-030,2026-03-31,2026-03-31 15:00,Mentoring Session,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260331-030,2026-03-31,2026-03-31 15:00,Mentoring Session,Teams,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Absent,0
S20260331-030,2026-03-31,2026-03-31 15:00,Mentoring Session,Teams,104,Dan Marin,dan.marin@example.com,Operations,Absent,0
S20260331-030,2026-03-31,2026-03-31 15:00,Mentoring Session,Zoom,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260331-030,2026-03-31,2026-03-31 15:00,Mentoring Session,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260331-030,2026-03-31,2026-03-31 15:00,Mentoring Session,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260331-030,2026-03-31,2026-03-31 15:00,Mentoring Session,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
S20260331-031,2026-03-31,2026-03-31 09:00,ETL Lab,Zoom,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260331-031,2026-03-31,2026-03-31 09:00,ETL Lab,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260331-031,2026-03-31,2026-03-31 09:00,ETL Lab,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260331-031,2026-03-31,2026-03-31 09:00,ETL Lab,Teams,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260331-031,2026-03-31,2026-03-31 09:00,ETL Lab,Teams,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260331-031,2026-03-31,2026-03-31 09:00,ETL Lab,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Absent,0
S20260331-031,2026-03-31,2026-03-31 09:00,ETL Lab,Teams,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260331-031,2026-03-31,2026-03-31 09:00,ETL Lab,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Late,50
